# shelf	signal	detail   (reprobe_cvmissing.py, TOOLS_TODO 32; feed: next_batch.py --s2-file)
S16279	g	provider-missing: CV 142943 "Spidey and His Amazing Friends Free Comic" 2022 Marvel 1 issues — near (gap 1), found by 'Spidey and His Amazing Friends Free Comic' (via CV candidate name "Spidey and His Amazing Friends Free Comic"); invisible before TODO 30
S16279	g	provider-missing: CV 159262 "Spidey and His Amazing Friends" 2024 Marvel 2 issues — far (gap 3), found by 'Spidey and His Amazing Friends' (via GCD name "Spidey and His Amazing Friends"); invisible before TODO 30
S16279	g	provider-missing: CV 74365 "Golden Book of Comics" 1950 Amalgamated Press 1 issues — far (gap 71), found by 'Golden Book of Comics' (via CV candidate name "Golden Book of Comics"); invisible before TODO 30
S16304	g	provider-missing: CV 36967 "Superman: Panic in the Sky" 1993 DC Comics 1 issues — far, found by 'Superman: Panic in the Sky' (via CV candidate name "Superman: Panic in the Sky"); invisible before TODO 30
S16304	g	provider-missing: CV 63151 "Spirits in the Well" 2010 Creephouse 1 issues — far, found by 'Spirits in the Well' (via CV candidate name "Spirits in the Well"); invisible before TODO 30
S16304	g	provider-missing: CV 120032 "Superman: Up In the Sky" 2019 DC Comics 6 issues — far, found by 'Superman: Up In the Sky' (via CV candidate name "Superman: Up In the Sky"); invisible before TODO 30
S16304	g	provider-missing: CV 126482 "Superman: Up In the Sky" 2020 DC Comics 1 issues — far, found by 'Superman: Up In the Sky' (via CV candidate name "Superman: Up In the Sky"); invisible before TODO 30
S16316	g	provider-missing: CV 49707 "Diary of a Mosquito Abatement Man" 2005 La Mano 1 issues — far (gap 13), found by 'Diary of a Mosquito Abatement Man' (via CV candidate name "Diary of a Mosquito Abatement Man"); invisible before TODO 30
S16316	g	provider-missing: CV 49124 "Young Dracula: Diary of a Vampire" 1994 Caliber Comics 1 issues — far (gap 24), found by 'Young Dracula: Diary of a Vampire' (via CV candidate name "Young Dracula: Diary of a Vampire"); invisible before TODO 30
S16316	g	provider-missing: CV 72048 "Young Dracula: Diary of a Vampire" 1993 Caliber Comics 3 issues — far (gap 25), found by 'Young Dracula: Diary of a Vampire' (via CV candidate name "Young Dracula: Diary of a Vampire"); invisible before TODO 30
S16355	g	provider-missing: CV 46086 "Batman: Knight and Squire" 2011 DC Comics 1 issues — far (gap 12), found by 'Batman: Knight and Squire' (via CV candidate name "Batman: Knight and Squire"); invisible before TODO 30
S16355	g	provider-missing: CV 36020 "Knight and Squire" 2010 DC Comics 6 issues — far (gap 13), found by 'Knight and Squire' (via CV candidate name "Knight and Squire"); invisible before TODO 30
S16374	g	provider-missing: CV 98401 "Stan Lee's Chakra The Invincible: Rise of Infinitus" 2017 Graphic India 1 issues — near (gap 1), found by 'Stan Lee's Chakra The Invincible: Rise of Infinitus' (via CV candidate name "Stan Lee's Chakra The Invincible: Rise of Infinitus"); invisible before TODO 30
S16374	g	provider-missing: CV 90724 "Stan Lee's Chakra The Invincible: Rise of Infinitus" 2016 Graphic India 6 issues — far (gap 2), found by 'Stan Lee's Chakra The Invincible: Rise of Infinitus' (via CV candidate name "Stan Lee's Chakra The Invincible: Rise of Infinitus"); invisible before TODO 30
S16407	g	provider-missing: CV 38539 "Star Trek: The Next Generation" 2009 Tokyopop 1 issues — far (gap 13), found by 'Star Trek: The Next Generation' (via CV candidate name "Star Trek: The Next Generation"); invisible before TODO 30
S16407	g	provider-missing: CV 127590 "Star Trek: The Next Generation" 1996 JuniorPress BV 6 issues — far (gap 26), found by 'Star Trek: The Next Generation' (via CV candidate name "Star Trek: The Next Generation"); invisible before TODO 30
S16407	g	provider-missing: CV 46727 "Best of Star Trek: The Next Generation" 1994 DC Comics 1 issues — far (gap 28), found by 'Best of Star Trek: The Next Generation' (via CV candidate name "Best of Star Trek: The Next Generation"); invisible before TODO 30
S16407	g	provider-missing: CV 52551 "Star Trek The Next Generation" 1990 Marvel UK/Panini UK 23 issues — far (gap 32), found by 'Star Trek: The Next Generation' (via CV candidate name "Star Trek: The Next Generation"); invisible before TODO 30
S16407	g	provider-missing: CV 4214 "Star Trek: The Next Generation" 1989 DC Comics 80 issues — far (gap 33), found by 'Star Trek: The Next Generation' (via CV candidate name "Star Trek: The Next Generation"); invisible before TODO 30
S16407	g	provider-missing: CV 4027 "Star Trek: The Next Generation" 1988 DC Comics 6 issues — far (gap 34), found by 'Star Trek: The Next Generation' (via CV candidate name "Star Trek: The Next Generation"); invisible before TODO 30
S16440	g	provider-missing: CV 54666 "Star Trek: The Next Generation Omnibus" 2012 IDW Publishing 1 issues — near (gap 0), found by 'Star Trek: The Next Generation Omnibus' (via CV candidate name "Star Trek: The Next Generation Omnibus"); invisible before TODO 30
S16440	g	provider-missing: CV 61028 "Star Trek: The Next Generation: Ghosts" 2010 IDW Publishing 1 issues — far (gap 2), found by 'Star Trek: The Next Generation: Ghosts' (via CV candidate name "Star Trek: The Next Generation: Ghosts"); invisible before TODO 30
S16440	g	provider-missing: CV 29865 "Star Trek: The Next Generation: Ghosts" 2009 IDW Publishing 5 issues — far (gap 3), found by 'Star Trek: The Next Generation: Ghosts' (via CV candidate name "Star Trek: The Next Generation: Ghosts"); invisible before TODO 30
S16473	g	provider-missing: CV 154228 "Star Trek: The Animated Celebration Presents The Scheimer Barrier" 2023 IDW Publishing 1 issues — near (gap 0), found by 'Star Trek: The Animated Celebration Presents The Scheimer Barrier' (own spelling); invisible before TODO 30
S16515	g	provider-missing: CV 85138 "Star Wars: The Marvel Covers" 2015 Marvel 1 issues — far (gap 3), found by 'Star Wars: The Marvel Covers' (via CV candidate name "Star Wars: The Marvel Covers"); invisible before TODO 30
S16525	g	provider-missing: CV 152418 "Star Wars: Return of The Jedi - The Rebellion" 2023 Marvel 1 issues — near (gap 0), found by 'Star Wars: Return of The Jedi - The Rebellion' (via CV candidate name "Star Wars: Return of The Jedi - The Rebellion"); invisible before TODO 30
S16525	g	provider-missing: CV 126383 "Star Wars: Age of Rebellion" 2020 Marvel 1 issues — far (gap 3), found by 'Star Wars: Age of Rebellion' (via CV candidate name "Star Wars: Age of Rebellion"); invisible before TODO 30
S16525	g	provider-missing: CV 118395 "Star Wars: Age of Rebellion Special" 2019 Marvel 1 issues — far (gap 4), found by 'Star Wars: Age of Rebellion Special' (via CV candidate name "Star Wars: Age of Rebellion Special"); invisible before TODO 30
S16530	g	provider-missing: CV 85138 "Star Wars: The Marvel Covers" 2015 Marvel 1 issues — far (gap 6), found by 'Star Wars: The Marvel Covers' (via CV candidate name "Star Wars: The Marvel Covers"); invisible before TODO 30
S16530	g	provider-missing: CV 121740 "The Marvel Art of Star Wars" 2019 Marvel 1 issues — far (gap 10), found by 'The Marvel Art of Star Wars' (via CV candidate name "The Marvel Art of Star Wars"); invisible before TODO 30
S16546	g	provider-missing: CV 40986 "Star Wars Infinities: Visions of the Blade" 2008 Lucas Online 1 issues — far (gap 5), found by 'Star Wars Infinities: Visions of the Blade' (via CV candidate name "Star Wars Infinities: Visions of the Blade"); invisible before TODO 30
S16546	g	provider-missing: CV 27303 "Star Wars: Infinities - A New Hope" 2002 Dark Horse Comics 1 issues — far (gap 11), found by 'Star Wars: Infinities - A New Hope' (via CV candidate name "Star Wars: Infinities - A New Hope"); invisible before TODO 30
S16546	g	provider-missing: CV 27289 "Star Wars: Infinities - A New Hope" 2001 Dark Horse Comics 4 issues — far (gap 12), found by 'Star Wars: Infinities - A New Hope' (via CV candidate name "Star Wars: Infinities - A New Hope"); invisible before TODO 30
S16595	g	provider-missing: CV 137047 "Star Wars: The Empire Strikes Back: 40th Anniversary Collector's Edition" 2021 Titan Comics 1 issues — near (gap 0), found by 'Star Wars: The Empire Strikes Back: 40th Anniversary Collector's Edition' (via CV name "Star Wars: The Empire Strikes Back: 40th Anniversary Collector's Edition"); invisible before TODO 30
S16595	g	provider-missing: CV 66017 "Star Wars: The Empire Strikes Back" 2005 Tokyopop 1 issues — far (gap 16), found by 'Star Wars: The Empire Strikes Back' (via CV candidate name "Star Wars: The Empire Strikes Back"); invisible before TODO 30
S16595	g	provider-missing: CV 28818 "Star Wars: The Empire Strikes Back" 1997 Dark Horse Comics 1 issues — far (gap 24), found by 'Star Wars: The Empire Strikes Back' (via CV candidate name "Star Wars: The Empire Strikes Back"); invisible before TODO 30
S16595	g	provider-missing: CV 47795 "Star Wars: The Empire Strikes Back" 1980 Marvel UK/Panini UK 19 issues — far (gap 41), found by 'Star Wars: The Empire Strikes Back' (via CV candidate name "Star Wars: The Empire Strikes Back"); invisible before TODO 30
S16595	g	provider-missing: CV 58063 "Marvel Special Edition Featuring Star Wars The Empire Strikes Back" 1980 Marvel 1 issues — far (gap 41), found by 'Marvel Special Edition Featuring Star Wars The Empire Strikes Back' (via CV candidate name "Marvel Special Edition Featuring Star Wars The Empire Strikes Back"); invisible before TODO 30
S16596	g	provider-missing: CV 91772 "Star Wars: The Force Awakens Adaptation" 2016 Marvel 6 issues — near (gap 1), found by 'Star Wars: The Force Awakens Adaptation' (via CV candidate name "Star Wars: The Force Awakens Adaptation"); invisible before TODO 30
S16596	g	provider-missing: CV 96310 "Star Wars: The Force Awakens Adaptation" 2016 Marvel 1 issues — near (gap 1), found by 'Star Wars: The Force Awakens Adaptation' (via CV candidate name "Star Wars: The Force Awakens Adaptation"); invisible before TODO 30
S16596	g	provider-missing: CV 86107 "Star Wars: Journey to Star Wars: The Force Awakens - Shattered Empire" 2015 Marvel 1 issues — far (gap 2), found by 'Star Wars: Journey to Star Wars: The Force Awakens - Shattered Empire' (via CV candidate name "Star Wars: Journey to Star Wars: The Force Awakens - Shattered Empire"); invisible before TODO 30
S16600	g	provider-missing: CV 147135 "Star Wars: The High Republic: The Blade" 2023 Marvel 4 issues — near (gap 0), found by 'Star Wars: The High Republic - The Blade' (via CV candidate name "Star Wars: The High Republic - The Blade"); invisible before TODO 30
S16600	g	provider-missing: CV 151711 "Star Wars: The High Republic - The Blade" 2023 Marvel 1 issues — near (gap 0), found by 'Star Wars: The High Republic - The Blade' (via CV candidate name "Star Wars: The High Republic - The Blade"); invisible before TODO 30
S16600	g	provider-missing: CV 155570 "Star Wars: The High Republic Adventures - The Nameless Terror" 2023 Dark Horse Comics 1 issues — near (gap 0), found by 'Star Wars: The High Republic Adventures - The Nameless Terror' (own spelling); invisible before TODO 30
S16600	g	provider-missing: CV 145478 "Star Wars: The High Republic" 2022 Marvel 10 issues — near (gap 1), found by 'Star Wars: The High Republic' (via CV candidate name "Star Wars: The High Republic"); invisible before TODO 30
S16600	g	provider-missing: CV 154553 "Star Wars: The High Republic" 2024 Marvel 10 issues — near (gap 1), found by 'Star Wars: The High Republic' (via CV candidate name "Star Wars: The High Republic"); invisible before TODO 30
S16600	g	provider-missing: CV 133079 "Star Wars: The High Republic" 2021 Marvel 15 issues — far (gap 2), found by 'Star Wars: The High Republic' (via CV candidate name "Star Wars: The High Republic"); invisible before TODO 30
S16603	g	provider-missing: CV 145478 "Star Wars: The High Republic" 2022 Marvel 10 issues — near (gap 1), found by 'Star Wars: The High Republic' (via CV candidate name "Star Wars: The High Republic"); invisible before TODO 30
S16603	g	provider-missing: CV 154553 "Star Wars: The High Republic" 2024 Marvel 10 issues — near (gap 1), found by 'Star Wars: The High Republic' (via CV candidate name "Star Wars: The High Republic"); invisible before TODO 30
S16603	g	provider-missing: CV 133079 "Star Wars: The High Republic" 2021 Marvel 15 issues — far (gap 2), found by 'Star Wars: The High Republic' (via CV candidate name "Star Wars: The High Republic"); invisible before TODO 30
S16605	g	provider-missing: CV 110763 "Star Wars: The Last Jedi Adaptation" 2018 Marvel 6 issues — near (gap 0), found by 'Star Wars: The Last Jedi Adaptation' (via CV candidate name "Star Wars: The Last Jedi Adaptation"); invisible before TODO 30
S16605	g	provider-missing: CV 110935 "Star Wars: The Last Jedi Interview: The Official Debrief" 2018 Titan Comics 1 issues — near (gap 0), found by 'Star Wars: The Last Jedi Interview: The Official Debrief' (via CV candidate name "Star Wars: The Last Jedi Interview: The Official Debrief"); invisible before TODO 30
S16605	g	provider-missing: CV 115084 "Star Wars: The Last Jedi Adaptation" 2018 Marvel 1 issues — near (gap 0), found by 'Star Wars: The Last Jedi Adaptation' (via CV candidate name "Star Wars: The Last Jedi Adaptation"); invisible before TODO 30
S16605	g	provider-missing: CV 107162 "Star Wars: The Last Jedi: The Official Collector's Edition" 2017 Titan Comics 1 issues — near (gap 1), found by 'Star Wars: The Last Jedi: The Official Collector's Edition' (via CV candidate name "Star Wars: The Last Jedi: The Official Collector's Edition"); invisible before TODO 30
S16612	g	provider-missing: CV 101414 "Star Wars: The Prequel Trilogy: A Graphic Novel" 2017 Disney 1 issues — near (gap 1), found by 'Star Wars: The Prequel Trilogy: A Graphic Novel' (via CV candidate name "Star Wars: The Prequel Trilogy: A Graphic Novel"); invisible before TODO 30
S16612	g	provider-missing: CV 124292 "Star Wars: The Original Trilogy: The Movie Adaptations" 2020 Marvel 1 issues — far (gap 4), found by 'Star Wars: The Original Trilogy: The Movie Adaptations' (via CV candidate name "Star Wars: The Original Trilogy: The Movie Adaptations"); invisible before TODO 30
S16642	g	provider-missing: CV 122166 "Star Wars: The Skywalker Saga" 2019 Disney 1 issues — far (gap 2), found by 'Star Wars: The Skywalker Saga' (via CV candidate name "Star Wars: The Skywalker Saga"); invisible before TODO 30
S16642	g	provider-missing: CV 159646 "Star Wars: The Sith and the Skywalker" 2024 Marvel 1 issues — far (gap 3), found by 'Star Wars: The Sith and the Skywalker' (via CV candidate name "Star Wars: The Sith and the Skywalker"); invisible before TODO 30
S16669	g	provider-missing: CV 85138 "Star Wars: The Marvel Covers" 2015 Marvel 1 issues — near (gap 0), found by 'Star Wars: The Marvel Covers' (via CV candidate name "Star Wars: The Marvel Covers"); invisible before TODO 30
S16704	g	provider-missing: CV 147288 "Star Wars: Obi-Wan: A Jedi's Purpose" 2022 Marvel 1 issues — near (gap 0), found by 'Star Wars: Obi-Wan - A Jedi's Purpose' (own spelling); invisible before TODO 30
S16704	g	provider-missing: CV 92390 "Star Wars: Obi-Wan and Anakin" 2016 Marvel 1 issues — far (gap 6), found by 'Star Wars: Obi-Wan and Anakin' (via CV candidate name "Star Wars: Obi-Wan and Anakin"); invisible before TODO 30
S16722	g	provider-missing: CV 138431 "Star Wars: The High Republic Adventures Free Comic Book Day 2021" 2021 IDW Publishing 1 issues — near (gap 0), found by 'Star Wars: The High Republic Adventures Free Comic Book Day 2021' (via CV candidate name "Star Wars: The High Republic Adventures Free Comic Book Day 2021"); invisible before TODO 30
